,baseMean,log2FoldChange,lfcSE,pvalue,padj
CYB561D1,613.794802,0.033320012,0.058662842,0.30281892,0.654513297
PKNOX1,511.4777574,-0.031806462,0.06083816,0.302925437,0.654624674
DNAJC27,179.1643316,0.023122721,0.064728441,0.303062536,0.654802085
BSG,13649.59202,0.039773002,0.044479299,0.303158725,0.654891058
LUZP1,1924.698566,-0.032771389,0.040298471,0.303265472,0.654892022
POP1,213.557305,0.029767492,0.063177036,0.303269191,0.654892022
SLC35C1,1051.671326,0.033672084,0.049360941,0.303520801,0.655197668
ZNF837,75.13930609,0.02056642,0.06485428,0.303493916,0.655197668
XKR6,166.1047167,-0.026292035,0.064318006,0.303593851,0.655236547
ADIPOR1,3222.559257,-0.031914288,0.038301342,0.303740773,0.655357763
TMEM63C,158.0121677,0.02254805,0.064739968,0.303760112,0.655357763
DUSP8P5,97.85832361,0.020623817,0.064790094,0.304127901,0.655913525
SFT2D2,3837.543848,-0.035121985,0.047613782,0.304087756,0.655913525
MRPL52,765.0879896,0.03447511,0.05046417,0.304188171,0.655924683
ELMO3,123.7363223,0.022195327,0.064791978,0.30434557,0.655969362
POLR3E,1205.410983,0.034559298,0.046306172,0.30431433,0.655969362
SH3PXD2A,1628.544987,0.034823032,0.057956652,0.304374192,0.655969362
DAPP1,818.3911571,-0.034858663,0.053788751,0.30451166,0.65605707
RBM3,5116.144317,0.03413578,0.047780156,0.304690147,0.65605707
RNASE4,178.5797824,0.021386517,0.064749682,0.304690428,0.65605707
TMEM218,544.4928467,-0.033755224,0.058130911,0.304618473,0.65605707
ULK1,1629.611873,0.029734745,0.063099482,0.3046125,0.65605707
PYGL,2414.550796,-0.033897545,0.046714233,0.304803828,0.656182562
TIGD5,491.2088203,0.033558855,0.058967403,0.305122706,0.656631565
TUSC2,1170.833419,0.042552275,0.058602886,0.305088176,0.656631565
FBXO46,408.3826521,0.031472535,0.0620253,0.305227426,0.656738207
ARHGAP30,7976.543784,0.041172161,0.033551029,0.30545882,0.656870027
LGALS3BP,8909.758598,0.037553737,0.057274715,0.305509394,0.656870027
RAB4B,921.8924142,0.034791624,0.048857614,0.305396512,0.656870027
SCX,134.6596799,0.022046546,0.064927973,0.305503594,0.656870027
CWC15,933.1598072,-0.035155363,0.049716685,0.305591967,0.656928922
CAPN3,641.8665338,-0.028955375,0.063081913,0.305707531,0.656948523
GAA,12548.55695,-0.039067114,0.058101872,0.305821816,0.656948523
RAE1,691.5758144,-0.035482673,0.053904971,0.305760006,0.656948523
RALGAPB,1695.855983,-0.034525978,0.047269319,0.305806836,0.656948523
SKA2,681.5451806,0.034493415,0.056295665,0.305878987,0.656952794
MSL1,3125.814211,-0.032757579,0.039942052,0.306027536,0.657153285
CD53,15556.44438,-0.031754002,0.038911036,0.306115926,0.657206588
IRAK3,1259.413713,-0.034446495,0.046846813,0.306162767,0.657206588
KTI12,373.4638712,0.03380664,0.058746199,0.306273966,0.657208285
POLG,2224.193307,0.034548115,0.055507052,0.306220025,0.657208285
ASB16,163.7968702,0.028509361,0.063573702,0.306471893,0.657248981
ATP10D,816.9269136,-0.034084679,0.057627899,0.306516056,0.657248981
CCDC39,138.4703182,-0.017382038,0.064604586,0.306437646,0.657248981
DYNLRB1,2748.814899,0.034902399,0.050867432,0.306624178,0.657248981
NUCB1,9627.869431,-0.034181817,0.046424361,0.306621982,0.657248981
PSMG1,699.7245174,0.035297335,0.05571458,0.306555344,0.657248981
CHD6,1323.638897,0.034145873,0.056916755,0.306720552,0.657271398
ZNF800,595.0099781,-0.035555785,0.054665744,0.306745056,0.657271398
CSTF3,863.5363737,0.033798974,0.058164698,0.307251588,0.658001467
ITPKC,399.81344,-0.033149163,0.059087242,0.307229607,0.658001467
TRMT112,1874.270349,0.032797198,0.040803717,0.307207124,0.658001467
CHD1L,1891.146762,-0.033346528,0.042752646,0.307401088,0.65819739
COMMD8,622.5355362,-0.034915469,0.060760648,0.307534272,0.65819739
HPS5,2443.752012,-0.033024103,0.042292851,0.307528717,0.65819739
TOR1AIP1,2133.253904,-0.035601042,0.050808955,0.307564223,0.65819739
ACSM5,517.5734918,-0.030212629,0.062445541,0.307667759,0.658300624
UVRAG,1022.773528,-0.034002343,0.047132453,0.307789565,0.658442905
MCEMP1,253.0076228,0.021975682,0.06469017,0.307981443,0.658720838
RPS6KA5,436.3339956,-0.03128846,0.062708821,0.308030147,0.658720838
MRPS28,628.0359725,0.033228847,0.056967309,0.308097349,0.658746217
ZNF469,439.147175,0.032305524,0.060710319,0.308255508,0.658966031
XPA,392.5749617,-0.031600532,0.058459391,0.30832845,0.659003625
NDUFB3,891.8327525,-0.032121086,0.059925056,0.308421283,0.659083715
MARCHF2,1827.255391,-0.033475834,0.042453205,0.30854451,0.659228713
FICD,274.7325199,0.024635715,0.064453206,0.308732017,0.659487454
GGCT,998.5268803,-0.035191477,0.051019337,0.308776402,0.659487454
ACOT4,105.9682337,-0.021651352,0.064654794,0.308981396,0.659741049
KIF5B,6396.67281,-0.033186296,0.042275868,0.309005971,0.659741049
SMCR8,2705.717937,-0.033508103,0.044304767,0.309135923,0.659784711
VWF,398.2727283,0.02584423,0.064025679,0.309137263,0.659784711
ZNF816,120.8011228,0.019637787,0.064665597,0.309472508,0.660381826
CENPK,357.5000768,0.033085296,0.060111396,0.309590042,0.660395887
H2BC21,144.1701679,0.026814255,0.063857687,0.309539765,0.660395887
CD99L2,2164.495886,-0.034240432,0.046762341,0.309651354,0.660408343
APEX1,5602.926081,0.028066008,0.034685343,0.309845454,0.660703947
LIPG,71.72935081,0.015612197,0.064454227,0.310103829,0.660899764
PCED1A,1708.523083,0.034865745,0.051827258,0.310087015,0.660899764
ZNF195,518.784278,-0.03386848,0.055579711,0.309993599,0.660899764
BTBD9,630.0083289,-0.031259366,0.061314916,0.310466563,0.660961525
FANCC,223.8007708,0.028139571,0.063455986,0.310249612,0.660961525
HEXIM1,2263.044092,0.035866242,0.042554518,0.310521446,0.660961525
LMF1,465.4193727,-0.031685255,0.060808688,0.310454191,0.660961525
LNPK,1097.118383,0.028680239,0.06271438,0.310408643,0.660961525
PPP6R3,1998.740655,-0.034186712,0.046798353,0.310401152,0.660961525
RMDN1,1140.830092,-0.034490538,0.053244294,0.310322351,0.660961525
PSAP,282999.4934,-0.032712584,0.041868995,0.310585921,0.660980585
ABRAXAS2,1026.419963,-0.034073536,0.049293821,0.310644995,0.660988144
RRBP1,8746.962004,0.03478626,0.049183107,0.311009728,0.661645963
GCN1,4369.252002,0.034254052,0.055932663,0.311073567,0.661663536
TMEM68,341.2835262,-0.032939979,0.063217926,0.311132317,0.661670282
CHMP1A,2683.560926,0.034285556,0.048839661,0.311486594,0.661876762
DCAF4,309.1464885,0.027273147,0.064020059,0.311562988,0.661876762
LDAF1,437.5044411,0.032099517,0.060514675,0.311541098,0.661876762
PCNX4,1229.019682,-0.034706311,0.051322031,0.311551933,0.661876762
RABGAP1L,1209.716509,-0.033197613,0.058354266,0.311445072,0.661876762
RABGEF1,984.3621696,-0.034324921,0.047307008,0.311557915,0.661876762
EXOC5,2514.292234,0.034675811,0.048391483,0.311684256,0.662016247
PDGFA,357.2586895,0.028751944,0.063200186,0.31194313,0.662447906
CTNNA1,8041.506383,-0.032963897,0.042537953,0.312175304,0.662822721
MMP14,41496.02016,0.024488973,0.042227098,0.312316371,0.662887155
NECTIN1,360.3540958,0.030510881,0.061934174,0.312428377,0.662887155
NTHL1,111.3915671,0.022502931,0.064317837,0.312355142,0.662887155
XYLB,167.8393799,0.021908583,0.064420353,0.312388479,0.662887155
NUP58,1179.775427,0.034380637,0.053256567,0.312535286,0.662995828
PIGH,431.0023407,-0.033151469,0.057822887,0.312925265,0.663468438
ZCCHC24,675.1333083,-0.034551985,0.054037063,0.3128403,0.663468438
ZNF770,960.2611925,-0.034755987,0.051675361,0.312921237,0.663468438
IL10RB,2277.270183,-0.032654043,0.04168478,0.313059782,0.663592961
SERBP1,7918.629692,-0.032009005,0.048380225,0.313095477,0.663592961
PHF14,691.8495257,-0.034801171,0.051853146,0.313301359,0.663911122
ERVK3-1,1263.17405,0.034183191,0.047703372,0.313450536,0.66399086
STXBP3,1659.827652,-0.033395219,0.057525895,0.313416353,0.66399086
CWC22,716.972464,-0.034731221,0.05187238,0.313604759,0.664081227
ULBP2,152.4635899,0.024367427,0.064274292,0.313560285,0.664081227
FN3K,239.6992388,-0.025316451,0.064265174,0.313708818,0.664183438
ENDOD1,148.0214371,0.024052501,0.06448835,0.313905816,0.664252209
EXT2,1968.337398,-0.034180497,0.051756454,0.313929169,0.664252209
LBR,2963.693479,-0.033392048,0.044963676,0.313964484,0.664252209
SLC11A2,3996.177605,0.032184169,0.04098527,0.313857484,0.664252209
NR2F6,1153.857418,0.034444926,0.051859996,0.314150408,0.664330162
RAD18,272.9944766,-0.025208119,0.064166599,0.314140186,0.664330162
RPL36A,2109.946946,-0.022346147,0.064097592,0.314168737,0.664330162
BCL2A1,1449.151807,0.032275757,0.059496981,0.314235517,0.66435337
NR4A1,66.62131134,-0.019123877,0.064535885,0.314475289,0.664624236
SENP3-EIF4A1,67.61704074,-0.012585143,0.064249361,0.314457384,0.664624236
EIF2D,1003.304639,-0.033927373,0.047103358,0.314641642,0.664739795
PIP4K2B,1746.058735,0.034138215,0.053276225,0.314630483,0.664739795
CUL7,1689.595867,0.035311892,0.050203176,0.314698087,0.66474108
BOLA2,424.360467,-0.031752715,0.062343627,0.314808559,0.664746722
SH3RF1,381.3271421,0.032648356,0.059257558,0.314812433,0.664746722
BRIX1,500.0809847,0.032599689,0.058811351,0.314984356,0.664956935
ZNF92,163.9176154,-0.028183531,0.063144508,0.315023697,0.664956935
EP400P1,149.78949,0.022855811,0.064477972,0.315356083,0.665473802
FCRLB,340.6051554,0.031965206,0.06008165,0.315434509,0.665473802
HSPE1,1418.501944,0.032675664,0.059804675,0.315492158,0.665473802
HTATSF1,1258.951718,-0.034200158,0.051572783,0.315478105,0.665473802
KIFC1,964.8469481,0.033923964,0.052418373,0.31562844,0.665525429
MMAB,472.1828392,0.030203191,0.061842989,0.315625345,0.665525429
IL18,568.2240719,-0.033828261,0.056971199,0.315938657,0.665943646
TOP1MT,729.8327487,-0.032960322,0.05809368,0.315923646,0.665943646
CCDC88B,1665.417483,-0.03331452,0.047578435,0.31642185,0.666241117
CDK11A,1742.227913,0.033949115,0.049007463,0.316203364,0.666241117
DOLK,586.8706862,-0.034090756,0.052863233,0.316453798,0.666241117
GPR89B,213.2913884,-0.025686323,0.063886791,0.316525438,0.666241117
KCNE1,310.3475086,-0.028816544,0.062672649,0.316435922,0.666241117
PKD1P4,464.7710797,0.024729263,0.064532886,0.316455381,0.666241117
RCC2,7270.15728,0.031648305,0.039867512,0.316355564,0.666241117
VPS26C,2594.15504,0.032637137,0.04163739,0.316527489,0.666241117
MTX3,333.4451866,-0.030496024,0.060455285,0.316836554,0.666773762
MTX1,2537.35787,0.032484086,0.0418379,0.31715192,0.667319478
SHB,755.7101531,-0.033934217,0.054203985,0.317231513,0.667368998
PIK3R3,286.2935911,-0.029098254,0.062276993,0.317537693,0.667777112
TXNL4A,1665.099961,0.034138627,0.04987628,0.317522562,0.667777112
CYRIB,3748.277951,-0.033865079,0.044318959,0.317689069,0.667859502
STK40,5176.34381,-0.031780814,0.04101051,0.317653179,0.667859502
FTO,795.9844138,-0.033697701,0.056860997,0.317822895,0.667904954
HUS1,458.3231078,0.030868237,0.060970596,0.317780228,0.667904954
ARG2,534.8541512,-0.030503166,0.061356829,0.318077311,0.668321635
KBTBD4,380.0692583,-0.027778054,0.063065912,0.31828226,0.668634252
COPB2,4076.504499,-0.031856245,0.039636451,0.318608136,0.669170885
KDM4B,1256.985318,-0.030404139,0.061621533,0.318680798,0.669170885
YJU2,602.3823787,0.0329916,0.055268075,0.318706335,0.669170885
BNC2,311.8565551,0.024929155,0.063858257,0.319144519,0.669736559
NOTCH2NLA,489.8267388,-0.0284961,0.062547827,0.319110962,0.669736559
USP40,1506.36603,-0.033980247,0.052290235,0.319047274,0.669736559
FES,1878.607467,-0.033167222,0.056695384,0.319254143,0.669848532
ALG1,1151.492171,0.033650644,0.047746107,0.319656589,0.669984453
CCAR2,2851.10603,0.033313408,0.056026215,0.319638129,0.669984453
FBXW9,150.3619014,0.026706424,0.063125168,0.31965575,0.669984453
MDH2,5017.710725,0.0331866,0.044656723,0.319504224,0.669984453
PSMG4,275.5986368,0.030506166,0.061219026,0.31964569,0.669984453
STK38L,1994.219544,0.033923556,0.050831698,0.319467119,0.669984453
SLC25A24,2989.585412,-0.033552067,0.047646804,0.319830116,0.670230158
CARF,261.3695548,-0.022499685,0.064330306,0.320120729,0.670593138
KCNK6,2611.125975,0.03390645,0.049601175,0.320228643,0.670593138
RAB5B,3313.904269,-0.031999464,0.04065859,0.320200946,0.670593138
RAPH1,2227.748826,0.032318192,0.052785377,0.320105176,0.670593138
CAB39L,784.6515974,0.031423115,0.060085171,0.320450019,0.670820728
SSC5D,83.54806295,-0.019247882,0.06446144,0.320446812,0.670820728
C2CD2,425.7092188,0.027519595,0.063073009,0.320604598,0.671026325
ARMCX4,227.9479074,0.02215671,0.064404773,0.320849976,0.671051282
DGKH,652.1623364,-0.029698971,0.060826027,0.320709283,0.671051282
NOP9,1966.584971,0.032066123,0.041660175,0.320862311,0.671051282
RBBP8,416.2286934,0.026034798,0.063586747,0.320898358,0.671051282
SPINT2,3298.583247,0.033437418,0.047561505,0.32076522,0.671051282
IQCC,80.17258769,0.02062845,0.064438335,0.320990456,0.671125988
HERC4,1497.153497,-0.033981331,0.050996669,0.321345629,0.671336979
PMPCA,2204.605756,0.033191912,0.0553702,0.321297785,0.671336979
STMP1,982.8673352,-0.033068401,0.055925297,0.321306266,0.671336979
ZNF274,696.5814991,0.033842092,0.053321907,0.321273292,0.671336979
ZNF669,86.11390167,-0.021400198,0.064372011,0.321373326,0.671336979
TRIM22,5700.092491,0.035921818,0.049973718,0.321569574,0.671629084
HABP4,334.0000355,-0.032586572,0.057390203,0.321762516,0.671771407
SIAE,932.8049417,-0.033880722,0.04965003,0.321807,0.671771407
TMEM266,103.4373163,0.02272935,0.0643074,0.321736903,0.671771407
BRD1,1184.466933,0.029147106,0.062404662,0.322026123,0.671930212
FBXO31,882.3751976,0.037857863,0.057008124,0.322108838,0.671930212
GIGYF1,3345.276147,0.031134459,0.060458738,0.321956765,0.671930212
RMDN3,3584.549904,-0.032081566,0.058515053,0.322064487,0.671930212
KPNA6,2161.116992,0.031601874,0.04152417,0.322265372,0.67202124
ZFP1,158.3415472,-0.019945266,0.06429668,0.322227092,0.67202124
CKLF,2570.589765,0.033881752,0.051189833,0.322649074,0.672703542
ANKRD6,303.8929623,-0.028939632,0.061758792,0.323016444,0.672713854
DENND4B,5029.649563,0.037964649,0.057181711,0.32291041,0.672713854
LAMTOR2,1696.98114,-0.033419053,0.046984411,0.323214652,0.672713854
PKIB,364.5163021,0.023850686,0.064100177,0.322893268,0.672713854
POLRMT,2170.318311,0.033459294,0.053953791,0.32323564,0.672713854
RFK,738.4062904,-0.03411871,0.052893544,0.322878064,0.672713854
RPF1,906.2110668,0.031471227,0.054116293,0.323275595,0.672713854
RPS14,7803.58122,-0.033431941,0.047847595,0.323113897,0.672713854
SSH3,843.7122279,0.031275425,0.060185637,0.323138847,0.672713854
YTHDF2,1964.02136,-0.032073245,0.042778709,0.32306681,0.672713854
ZFYVE9,102.6230367,-0.019251919,0.064510985,0.322982652,0.672713854
ZSCAN2,253.2571155,0.027317912,0.063016018,0.323389765,0.672833827
FKBP9,962.8337295,0.032878253,0.056644743,0.323514464,0.672975658
MTCL2,2276.967795,0.033644782,0.050611389,0.323817515,0.673465855
STK32C,221.5820215,-0.028374926,0.062374477,0.323863253,0.673465855
GSTT2B,118.769182,0.021726229,0.064328004,0.324085326,0.673809955
TBCK,513.149517,-0.030744578,0.060352567,0.32425525,0.674045531
AASDH,234.2693344,-0.027364725,0.062883942,0.324567477,0.674212148
FAM136A,1163.595122,0.033350459,0.048334554,0.324641372,0.674212148
KIAA0825,159.3099785,-0.02368901,0.063997472,0.324785298,0.674212148
MTPN,6730.405122,-0.031878094,0.041924735,0.324542786,0.674212148
PI4KAP2,455.3977599,0.029154794,0.061792183,0.3247643,0.674212148
PRKAR2A,2588.806243,0.026980631,0.06663689,0.324441133,0.674212148
SLIT2,61.0775165,-0.013543988,0.064247575,0.324788465,0.674212148
SYTL1,186.209731,0.021000747,0.064340138,0.324647684,0.674212148
EIF3CL,134.4191865,-0.008061985,0.063945142,0.324974032,0.674479751
ARL17B,456.1841051,0.031146482,0.058537485,0.325257426,0.674709964
NELFE,1250.176463,0.033452083,0.048448373,0.325214347,0.674709964
PEX13,1109.150684,-0.033621237,0.049078901,0.325345253,0.674709964
PRKACA,3542.93494,-0.031774639,0.04173528,0.325155988,0.674709964
TXN2,1921.619353,-0.03246314,0.045222023,0.325368325,0.674709964
MFGE8,1271.287372,0.033302208,0.052610892,0.325438059,0.674737041
FCGR1A,3790.064655,-0.033995147,0.05420881,0.325513019,0.674747295
SPAG5,1115.417221,0.033420132,0.049624685,0.32555636,0.674747295
SLC41A1,385.1186018,0.032887923,0.056916123,0.325740391,0.675011202
CYFIP2,98.75477969,0.017125648,0.064369907,0.325851927,0.675124816
CHTF8,2242.580481,0.032893981,0.044675265,0.326116412,0.675128458
FAM114A2,541.7581064,0.029323043,0.061525669,0.326307362,0.675128458
NDUFV2P1,119.4629872,0.023768455,0.0638537,0.326084352,0.675128458
PLS3,77.37622119,-0.011440456,0.064112518,0.326278569,0.675128458
TOM1,5173.602309,0.034658422,0.049100133,0.326255338,0.675128458
USP47,1943.430889,-0.033325192,0.050861979,0.326167441,0.675128458
YAF2,345.812014,-0.027730795,0.062749555,0.326267381,0.675128458
ZC2HC1C,72.39223071,0.01583943,0.064306458,0.326285324,0.675128458
PLPP1,317.1580319,-0.030957992,0.059282635,0.326431209,0.675267339
DYM,970.7554678,-0.03226638,0.057132286,0.326611061,0.67540467
OR2C3,134.3153663,-0.024580805,0.063753791,0.32657013,0.67540467
EIF5A2,153.1761007,-0.010651265,0.064075401,0.3267294,0.675532043
FRG1HP,74.77775081,-0.020093361,0.064314566,0.326796839,0.675554153
PRKCZ,67.49672653,-0.018252294,0.064354251,0.327043751,0.675947198
AXIN1,1381.89583,0.032137487,0.057472002,0.327169325,0.676089362
CCDC191,123.6517177,-0.022982905,0.063999783,0.327365783,0.676377933
ITGB5,8442.424542,-0.030384875,0.038192355,0.327631145,0.676808743
ACD,224.6957404,-0.02753433,0.062697795,0.328131154,0.676836184
ANKRD11,5866.836924,0.03653472,0.049580351,0.328002625,0.676836184
CDC25B,2284.683422,-0.029527581,0.049131989,0.328156107,0.676836184
CHMP4B,6630.550565,-0.030032642,0.038195831,0.328095851,0.676836184
SHCBP1,1002.011929,-0.032045524,0.057732663,0.327870273,0.676836184
TGFB1I1,68.44056779,0.015433557,0.064313199,0.327981568,0.676836184
THAP6,357.527257,-0.030119296,0.062889201,0.327997636,0.676836184
USF2,8903.394154,-0.033450632,0.041012895,0.327745234,0.676836184
USP53,807.4046933,0.029690853,0.061102139,0.328074038,0.676836184
FAM117B,113.5920565,-0.023006768,0.064295679,0.328215999,0.676838736
N6AMT1,122.7650381,-0.020946434,0.064159425,0.328327904,0.676838736
SNX15,742.7965806,0.030794479,0.058994681,0.328315305,0.676838736
EXD3,327.4128977,0.02976415,0.061041672,0.32855023,0.677062574
USP35,309.4447293,0.028137689,0.062307189,0.328537343,0.677062574
KLHDC10,1180.704909,-0.031186188,0.058734113,0.328650678,0.677152357
FANCI,1027.703372,0.032305902,0.057901601,0.329049727,0.677447943
LIMD1,1359.658256,0.034272401,0.059569522,0.32907866,0.677447943
MMP15,372.8549898,-0.024996175,0.063461476,0.328965568,0.677447943
PSTPIP2,518.1129747,-0.029655292,0.061063223,0.328963623,0.677447943
SLC1A4,2639.406647,-0.033104028,0.049301647,0.328996872,0.677447943
C5orf22,576.0752707,0.02977524,0.060903349,0.329350975,0.677579167
NAIF1,377.9370992,-0.031979376,0.057353893,0.32935372,0.677579167
OGFRL1,5193.718067,0.035402089,0.049462429,0.329323961,0.677579167
TBX3,227.4946853,0.024973579,0.063556425,0.329370066,0.677579167
SYNCRIP,4335.611882,0.033279921,0.049293424,0.329606153,0.677947693
LRRC58,1740.387953,-0.033537989,0.052616653,0.329865247,0.678246246
WWP2,2611.10109,-0.032727604,0.047519137,0.329834568,0.678246246
BROX,1453.232974,-0.031606142,0.055516067,0.33008104,0.67845559
STRN3,559.2279416,0.027184485,0.062672418,0.330051346,0.67845559
UBAC2,1212.332324,-0.033016291,0.051297979,0.330170295,0.6785219
AURKAIP1,1902.560994,0.032021026,0.043378225,0.3302559,0.678580685
ICAM4,78.10046461,-0.018691084,0.064290356,0.330420309,0.678684227
STIM1,2615.553121,-0.031553526,0.042353668,0.33041796,0.678684227
POLR2K,1019.216507,0.032729794,0.049138212,0.3305148,0.678693769
ZPR1,1001.369823,0.032872491,0.049011074,0.330538973,0.678693769
CDC123,3072.716266,0.032964701,0.045841709,0.330841881,0.678801876
HNRNPA1L2,113.2597977,0.021844391,0.06417306,0.33086531,0.678801876
MAML1,1298.167118,-0.032666938,0.047139665,0.330774248,0.678801876
SLC15A4,1330.50004,-0.032450396,0.04512195,0.330876715,0.678801876
UNC5A,169.0723721,0.021227873,0.064214077,0.330675772,0.678801876
RPL30,7062.874383,-0.03148745,0.047144405,0.330978289,0.67889327
ABCC6,109.2834891,0.021897986,0.063985081,0.33126219,0.679241538
ADCY4,255.4877565,0.028487493,0.06122546,0.331231962,0.679241538
SLC25A32,621.7751152,0.036804703,0.058925567,0.331417014,0.679441975
DOHH,579.4025733,0.03206536,0.05859415,0.331493967,0.679482726
SFXN5,651.7800428,0.032008214,0.057119216,0.331657428,0.679700754
C18orf54,190.3356247,-0.027013481,0.062734611,0.331908861,0.679771133
DIAPH1,7014.532172,0.036110026,0.050367698,0.331982,0.679771133
GALNT4,249.4665501,-0.025259868,0.063502283,0.332091467,0.679771133
METTL4,264.2482917,0.026778151,0.062961679,0.332084609,0.679771133
NAT10,1211.030477,0.033109437,0.049933997,0.331968233,0.679771133
NPTXR,875.471287,-0.032641411,0.054531539,0.332081775,0.679771133
ZNF747,447.7824231,0.030168651,0.060328729,0.331948621,0.679771133
ARMC1,797.7225237,0.032659298,0.053367984,0.332277836,0.679801966
MRPS18A,756.7417,-0.032809697,0.052959784,0.332232308,0.679801966
RARS2,715.1842521,0.032862216,0.051528012,0.332186546,0.679801966
CELSR3,115.7821735,0.01818803,0.064257494,0.332601732,0.68011422
PDHB,1772.662488,-0.032908044,0.04780017,0.332590032,0.68011422
STOML2,1356.264756,0.032723867,0.047548365,0.332601847,0.68011422
HSD17B12,3070.556566,-0.031030953,0.04948364,0.332918918,0.680528798
SEC23B,2268.885258,-0.031369566,0.044147337,0.332903103,0.680528798
AP1S2,2550.563927,0.03015288,0.059811624,0.333145561,0.680786965
PFKFB4,854.97218,0.031547999,0.056765134,0.333159585,0.680786965
NDUFS4,699.9739052,-0.031338217,0.056852877,0.333489933,0.681278994
PSMC2,3046.78881,0.03098163,0.041180956,0.333514824,0.681278994
KIZ,171.9681678,-0.026111431,0.062921167,0.333720802,0.681582801
ANAPC1P2,215.9984504,-0.025684721,0.063073344,0.333833261,0.681656702
HSPA12A,86.5083381,0.018815554,0.06422487,0.333967141,0.681656702
MEX3D,512.9993982,0.026745998,0.058603165,0.334019594,0.681656702
PPAT,303.5395775,0.025735981,0.063122846,0.333872531,0.681656702
VPS37B,1595.636953,0.032323848,0.046583839,0.334043276,0.681656702
TGFB1,12609.13655,-0.031511747,0.042598443,0.334221735,0.681903986
HDAC10,1547.709465,0.031551569,0.057598827,0.334395672,0.68214196
PGBD4,142.4997971,-0.024745362,0.06334175,0.335034146,0.683210261
TRAIP,157.5782542,0.022841403,0.063875078,0.335016979,0.683210261
USP2,1576.585149,-0.033275436,0.051990984,0.335142331,0.683296533
ZNF430,283.6282815,0.029246805,0.061655731,0.335191243,0.683296533
PTRH2,477.7083505,0.030586921,0.059316535,0.335298629,0.68339842
ABHD16A,1900.909599,-0.031049376,0.04262989,0.335417029,0.683485286
CASP4,1905.072649,-0.032581759,0.045498516,0.335457024,0.683485286
HRH1,237.979398,-0.026287432,0.061844686,0.335513483,0.683485286
HMGA1,13214.32514,0.032312624,0.043360926,0.335687645,0.683606126
TMEM179B,992.2358133,-0.032816823,0.049205143,0.335669914,0.683606126
WRAP53,286.0179486,-0.027457683,0.061914704,0.335829176,0.68377738
FBXO45,604.768494,-0.032618369,0.055943826,0.336435441,0.683947942
ILK,3289.011573,0.031852603,0.045669158,0.336260406,0.683947942
LAMA2,160.5869784,0.024255867,0.06346734,0.336440857,0.683947942
MED24,2092.906844,0.033121377,0.052324545,0.33619884,0.683947942
PER3,630.8285572,-0.025584856,0.063047224,0.336120074,0.683947942
PHYH,362.475355,-0.028975399,0.059625454,0.336429991,0.683947942
RNF8,422.2470642,-0.031348116,0.055990992,0.336563299,0.683947942
SLA,6783.343619,0.029833292,0.038903991,0.336398075,0.683947942
SSPN,146.4691789,-0.021016901,0.06407513,0.336089687,0.683947942
TNFSF13B,1710.322447,0.027996752,0.058012641,0.336232206,0.683947942
ZNF618,1859.875187,0.033855171,0.053127209,0.336602351,0.683947942
ZNF708,159.0464543,-0.021309021,0.064131513,0.336529857,0.683947942
BDP1,1241.96327,0.032513953,0.054954808,0.336809389,0.68402842
FKBP4,1463.296144,0.031343673,0.057493564,0.33681433,0.68402842
KCTD9,831.481328,0.031340164,0.057408028,0.336702307,0.68402842
CHURC1,2140.113438,-0.032547166,0.050822083,0.336931692,0.684134995
ITPA,1868.057754,0.03113872,0.042076411,0.337039206,0.684134995
SORBS3,3539.568874,0.031287153,0.059389166,0.337007187,0.684134995
BCL2L1,3620.765876,0.028138686,0.035095734,0.33730294,0.684320296
CARD11,621.0131852,-0.024983013,0.063185311,0.337272088,0.684320296
CPLANE1,582.4712904,-0.030789284,0.058209563,0.337262739,0.684320296
SELENOT,3537.483514,-0.032273667,0.046811616,0.337413297,0.684400451
SIN3A,1539.907092,-0.032269874,0.05130849,0.337457425,0.684400451
BMP8A,73.53227717,0.020372543,0.064089527,0.337683592,0.684742491
CYTIP,677.1266848,-0.031710076,0.053756407,0.337860951,0.684799235
DCLRE1A,267.4388093,-0.024003354,0.063383672,0.337941664,0.684799235
HSD17B4,5863.380491,-0.031795748,0.045411284,0.337909031,0.684799235
METTL15,239.4865647,-0.026284962,0.062750457,0.337844691,0.684799235
PPA1,637.0348644,0.027858543,0.062216965,0.338049757,0.684901694
ELOC,2106.842683,-0.032333647,0.052090236,0.338272405,0.685037951
EYA3,1213.657067,0.03221481,0.055119238,0.338289636,0.685037951
YLPM1,2117.998769,-0.032355425,0.046470199,0.338215281,0.685037951
C1orf52,530.3636384,0.030662023,0.058695621,0.33846776,0.685282089
SNRNP48,697.2080631,0.039439803,0.060789714,0.338621056,0.685475885
ACAP2,3375.603442,-0.032325654,0.047018691,0.339063339,0.685534758
BRAT1,1525.875068,0.032270097,0.052816594,0.338945543,0.685534758
DNAJA3,1419.956445,0.03274072,0.051427314,0.33913202,0.685534758
SLC6A12,2275.478948,0.035183119,0.054459398,0.338910195,0.685534758
STAMBP,1046.109231,-0.03251239,0.049571329,0.338777373,0.685534758
TNPO1,5608.773384,-0.031986345,0.045964107,0.338930978,0.685534758
TPRKB,392.6250814,0.03127684,0.057357425,0.339033665,0.685534758
WSB2,2922.239242,-0.031952457,0.047420051,0.33881958,0.685534758
ZNF142,951.6067984,0.029935687,0.05683577,0.339168393,0.685534758
PPM1A,1559.076399,-0.032108848,0.054206891,0.339236498,0.685556019
